==========================================
SLURM_JOB_ID = 9442660
SLURM_NODELIST = gpu-4-56
CUDA_VISIBLE_DEVICES = 0
==========================================
Unloading openmpi/4.1.5
Unloading slurm/23.02.7
Loading slurm/23.02.7
Loading openmpi/4.1.5
+ python CNN.py /home/zhuosl/VPML/Genome_matrix/genome_matrix_full.csv
wandb: Currently logged in as: zsliu. Use `wandb login --relogin` to force relogin
wandb: wandb version 0.16.2 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.16.0
wandb: Run data is saved locally in /home/zhuosl/VPML/DL_model/wandb/run-20240121_214450-9jo2nh3e
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run CNN_full_genome_matrix
wandb: ⭐️ View project at https://wandb.ai/zsliu/VPML
wandb: 🚀 View run at https://wandb.ai/zsliu/VPML/runs/9jo2nh3e
Fold 1/10
Epoch [1/100], Training Loss: 0.6842, Training Accuracy: 55.87%, Validation Accuracy: 61.11%
Epoch [59/100], Training Loss: 0.3474, Training Accuracy: 97.03%, Validation Accuracy: 95.45%
Epoch [60/100], Training Loss: 0.3419, Training Accuracy: 97.35%, Validation Accuracy: 95.45%
Epoch [61/100], Training Loss: 0.3433, Training Accuracy: 97.10%, Validation Accuracy: 95.45%
Epoch [62/100], Training Loss: 0.3469, Training Accuracy: 97.22%, Validation Accuracy: 95.45%
Epoch [63/100], Training Loss: 0.3426, Training Accuracy: 97.47%, Validation Accuracy: 95.96%
Epoch [64/100], Training Loss: 0.3393, Training Accuracy: 97.47%, Validation Accuracy: 95.96%
Epoch [65/100], Training Loss: 0.3435, Training Accuracy: 97.60%, Validation Accuracy: 95.96%
Epoch [66/100], Training Loss: 0.3410, Training Accuracy: 97.54%, Validation Accuracy: 95.96%
Epoch [67/100], Training Loss: 0.3406, Training Accuracy: 97.66%, Validation Accuracy: 95.96%
Epoch [68/100], Training Loss: 0.3409, Training Accuracy: 97.29%, Validation Accuracy: 95.96%
Epoch [69/100], Training Loss: 0.3435, Training Accuracy: 97.54%, Validation Accuracy: 95.96%
Epoch [70/100], Training Loss: 0.3370, Training Accuracy: 97.60%, Validation Accuracy: 95.96%
Epoch [71/100], Training Loss: 0.3373, Training Accuracy: 97.47%, Validation Accuracy: 95.96%
Epoch [72/100], Training Loss: 0.3370, Training Accuracy: 97.60%, Validation Accuracy: 95.96%
Epoch [73/100], Training Loss: 0.3371, Training Accuracy: 97.79%, Validation Accuracy: 95.96%
Epoch [74/100], Training Loss: 0.3364, Training Accuracy: 97.98%, Validation Accuracy: 95.96%
Epoch [75/100], Training Loss: 0.3354, Training Accuracy: 97.92%, Validation Accuracy: 95.96%
Epoch [76/100], Training Loss: 0.3404, Training Accuracy: 97.60%, Validation Accuracy: 95.96%
Epoch [77/100], Training Loss: 0.3374, Training Accuracy: 97.85%, Validation Accuracy: 95.96%
Epoch [78/100], Training Loss: 0.3338, Training Accuracy: 98.17%, Validation Accuracy: 95.96%
Epoch [79/100], Training Loss: 0.3394, Training Accuracy: 97.60%, Validation Accuracy: 95.96%
Epoch [80/100], Training Loss: 0.3373, Training Accuracy: 97.85%, Validation Accuracy: 95.96%
Epoch [81/100], Training Loss: 0.3351, Training Accuracy: 98.23%, Validation Accuracy: 95.96%
Epoch [82/100], Training Loss: 0.3410, Training Accuracy: 98.17%, Validation Accuracy: 95.96%
Epoch [83/100], Training Loss: 0.3328, Training Accuracy: 98.11%, Validation Accuracy: 95.96%
Epoch [84/100], Training Loss: 0.3346, Training Accuracy: 97.85%, Validation Accuracy: 95.96%
Epoch [85/100], Training Loss: 0.3324, Training Accuracy: 98.04%, Validation Accuracy: 95.96%
Epoch [86/100], Training Loss: 0.3325, Training Accuracy: 98.36%, Validation Accuracy: 95.96%
Epoch [87/100], Training Loss: 0.3359, Training Accuracy: 97.92%, Validation Accuracy: 95.96%
Epoch [88/100], Training Loss: 0.3341, Training Accuracy: 98.11%, Validation Accuracy: 95.96%
Epoch [89/100], Training Loss: 0.3364, Training Accuracy: 98.11%, Validation Accuracy: 95.96%
Epoch [90/100], Training Loss: 0.3336, Training Accuracy: 98.04%, Validation Accuracy: 95.96%
Epoch [91/100], Training Loss: 0.3335, Training Accuracy: 98.17%, Validation Accuracy: 95.96%
Epoch [92/100], Training Loss: 0.3312, Training Accuracy: 98.04%, Validation Accuracy: 95.96%
Epoch [93/100], Training Loss: 0.3311, Training Accuracy: 98.23%, Validation Accuracy: 95.96%
Epoch [94/100], Training Loss: 0.3330, Training Accuracy: 98.30%, Validation Accuracy: 95.96%
Epoch [95/100], Training Loss: 0.3311, Training Accuracy: 98.23%, Validation Accuracy: 95.96%
Epoch [96/100], Training Loss: 0.3308, Training Accuracy: 98.17%, Validation Accuracy: 95.96%
Epoch [97/100], Training Loss: 0.3298, Training Accuracy: 98.17%, Validation Accuracy: 95.96%
Epoch [98/100], Training Loss: 0.3338, Training Accuracy: 98.17%, Validation Accuracy: 95.96%
Epoch [99/100], Training Loss: 0.3308, Training Accuracy: 98.23%, Validation Accuracy: 95.96%
Epoch [100/100], Training Loss: 0.3326, Training Accuracy: 98.30%, Validation Accuracy: 95.96%
Finished Training
Final Evaluation: Precision: 0.9554, Recall: 0.9545, F1 Score: 0.9543, Accuracy: 0.9545
Fold 4/10
Epoch [1/100], Training Loss: 0.6824, Training Accuracy: 54.73%, Validation Accuracy: 38.89%
Epoch [2/100], Training Loss: 0.6547, Training Accuracy: 58.27%, Validation Accuracy: 38.89%
Epoch [3/100], Training Loss: 0.6097, Training Accuracy: 72.29%, Validation Accuracy: 49.49%
Epoch [4/100], Training Loss: 0.5787, Training Accuracy: 78.66%, Validation Accuracy: 76.77%
Epoch [5/100], Training Loss: 0.5526, Training Accuracy: 79.92%, Validation Accuracy: 77.27%
Epoch [6/100], Training Loss: 0.5210, Training Accuracy: 82.45%, Validation Accuracy: 85.86%
Epoch [7/100], Training Loss: 0.5103, Training Accuracy: 82.45%, Validation Accuracy: 87.37%
Epoch [8/100], Training Loss: 0.4837, Training Accuracy: 84.47%, Validation Accuracy: 88.38%
Epoch [9/100], Training Loss: 0.4650, Training Accuracy: 86.05%, Validation Accuracy: 88.38%
Epoch [10/100], Training Loss: 0.4568, Training Accuracy: 84.97%, Validation Accuracy: 88.38%
Epoch [11/100], Training Loss: 0.4616, Training Accuracy: 86.05%, Validation Accuracy: 89.39%
Epoch [12/100], Training Loss: 0.4474, Training Accuracy: 86.81%, Validation Accuracy: 89.90%
Epoch [13/100], Training Loss: 0.4373, Training Accuracy: 87.94%, Validation Accuracy: 90.40%
Epoch [14/100], Training Loss: 0.4333, Training Accuracy: 88.38%, Validation Accuracy: 89.90%
Epoch [15/100], Training Loss: 0.4327, Training Accuracy: 89.14%, Validation Accuracy: 91.41%
Epoch [16/100], Training Loss: 0.4298, Training Accuracy: 89.02%, Validation Accuracy: 90.91%
Epoch [17/100], Training Loss: 0.4241, Training Accuracy: 89.84%, Validation Accuracy: 89.39%
Epoch [18/100], Training Loss: 0.4233, Training Accuracy: 89.33%, Validation Accuracy: 89.90%
Epoch [19/100], Training Loss: 0.4150, Training Accuracy: 90.47%, Validation Accuracy: 91.41%
Epoch [20/100], Training Loss: 0.4113, Training Accuracy: 90.66%, Validation Accuracy: 89.90%
Epoch [21/100], Training Loss: 0.4062, Training Accuracy: 90.34%, Validation Accuracy: 89.39%
Epoch [22/100], Training Loss: 0.3979, Training Accuracy: 91.92%, Validation Accuracy: 90.91%
Epoch [23/100], Training Loss: 0.3922, Training Accuracy: 92.99%, Validation Accuracy: 90.40%
Epoch [24/100], Training Loss: 0.3976, Training Accuracy: 92.74%, Validation Accuracy: 90.91%
Epoch [25/100], Training Loss: 0.3955, Training Accuracy: 93.12%, Validation Accuracy: 90.40%
Epoch [26/100], Training Loss: 0.3853, Training Accuracy: 93.75%, Validation Accuracy: 90.91%
Epoch [27/100], Training Loss: 0.3891, Training Accuracy: 93.31%, Validation Accuracy: 90.91%
Epoch [28/100], Training Loss: 0.3810, Training Accuracy: 94.07%, Validation Accuracy: 91.41%
Epoch [29/100], Training Loss: 0.3836, Training Accuracy: 93.81%, Validation Accuracy: 90.40%
Epoch [30/100], Training Loss: 0.3716, Training Accuracy: 94.89%, Validation Accuracy: 91.41%
Epoch [31/100], Training Loss: 0.3754, Training Accuracy: 94.95%, Validation Accuracy: 91.41%
Epoch [32/100], Training Loss: 0.3710, Training Accuracy: 95.52%, Validation Accuracy: 91.92%
Epoch [33/100], Training Loss: 0.3727, Training Accuracy: 95.39%, Validation Accuracy: 91.41%
Epoch [34/100], Training Loss: 0.3611, Training Accuracy: 95.90%, Validation Accuracy: 92.42%
Epoch [35/100], Training Loss: 0.3598, Training Accuracy: 96.21%, Validation Accuracy: 92.42%
Epoch [36/100], Training Loss: 0.3585, Training Accuracy: 96.72%, Validation Accuracy: 92.42%
Epoch [37/100], Training Loss: 0.3552, Training Accuracy: 96.84%, Validation Accuracy: 91.92%
Epoch [38/100], Training Loss: 0.3536, Training Accuracy: 96.46%, Validation Accuracy: 92.42%
Epoch [39/100], Training Loss: 0.3585, Training Accuracy: 96.46%, Validation Accuracy: 92.93%
Epoch [40/100], Training Loss: 0.3522, Training Accuracy: 96.84%, Validation Accuracy: 92.93%
Epoch [41/100], Training Loss: 0.3500, Training Accuracy: 96.97%, Validation Accuracy: 92.42%
Epoch [42/100], Training Loss: 0.3516, Training Accuracy: 96.84%, Validation Accuracy: 92.93%
Epoch [43/100], Training Loss: 0.3504, Training Accuracy: 97.10%, Validation Accuracy: 92.42%
Epoch [44/100], Training Loss: 0.3470, Training Accuracy: 97.10%, Validation Accuracy: 92.42%
Epoch [45/100], Training Loss: 0.3461, Training Accuracy: 97.16%, Validation Accuracy: 92.93%
Epoch [46/100], Training Loss: 0.3482, Training Accuracy: 97.47%, Validation Accuracy: 92.42%
Epoch [47/100], Training Loss: 0.3453, Training Accuracy: 97.41%, Validation Accuracy: 92.93%
Epoch [48/100], Training Loss: 0.3438, Training Accuracy: 97.16%, Validation Accuracy: 92.42%
Epoch [49/100], Training Loss: 0.3430, Training Accuracy: 97.35%, Validation Accuracy: 92.42%
Epoch [50/100], Training Loss: 0.3394, Training Accuracy: 97.60%, Validation Accuracy: 93.43%
Epoch [51/100], Training Loss: 0.3396, Training Accuracy: 97.47%, Validation Accuracy: 92.42%
Epoch [52/100], Training Loss: 0.3443, Training Accuracy: 97.41%, Validation Accuracy: 92.42%
Epoch [53/100], Training Loss: 0.3416, Training Accuracy: 98.04%, Validation Accuracy: 92.93%
Epoch [54/100], Training Loss: 0.3362, Training Accuracy: 97.98%, Validation Accuracy: 92.42%
Epoch [55/100], Training Loss: 0.3367, Training Accuracy: 97.85%, Validation Accuracy: 92.42%
Epoch [56/100], Training Loss: 0.3365, Training Accuracy: 97.98%, Validation Accuracy: 92.42%
Epoch [57/100], Training Loss: 0.3365, Training Accuracy: 97.79%, Validation Accuracy: 92.42%
Epoch [58/100], Training Loss: 0.3358, Training Accuracy: 97.92%, Validation Accuracy: 92.42%
Epoch [59/100], Training Loss: 0.3401, Training Accuracy: 98.04%, Validation Accuracy: 92.93%
Epoch [60/100], Training Loss: 0.3375, Training Accuracy: 98.04%, Validation Accuracy: 92.93%
Epoch [61/100], Training Loss: 0.3341, Training Accuracy: 98.04%, Validation Accuracy: 93.43%
Epoch [62/100], Training Loss: 0.3358, Training Accuracy: 98.23%, Validation Accuracy: 92.42%
Epoch [63/100], Training Loss: 0.3331, Training Accuracy: 98.23%, Validation Accuracy: 92.93%
Epoch [64/100], Training Loss: 0.3379, Training Accuracy: 98.48%, Validation Accuracy: 92.42%
Epoch [65/100], Training Loss: 0.3352, Training Accuracy: 98.11%, Validation Accuracy: 92.93%
Epoch [66/100], Training Loss: 0.3341, Training Accuracy: 98.30%, Validation Accuracy: 92.42%
Epoch [67/100], Training Loss: 0.3396, Training Accuracy: 98.17%, Validation Accuracy: 91.92%
Epoch [68/100], Training Loss: 0.3342, Training Accuracy: 98.04%, Validation Accuracy: 93.43%
Epoch [69/100], Training Loss: 0.3347, Training Accuracy: 98.30%, Validation Accuracy: 92.42%
Epoch [70/100], Training Loss: 0.3313, Training Accuracy: 98.04%, Validation Accuracy: 92.93%
Epoch [71/100], Training Loss: 0.3325, Training Accuracy: 98.30%, Validation Accuracy: 92.93%
Epoch [72/100], Training Loss: 0.3292, Training Accuracy: 98.61%, Validation Accuracy: 92.42%
Epoch [73/100], Training Loss: 0.3318, Training Accuracy: 98.55%, Validation Accuracy: 92.93%
Epoch [74/100], Training Loss: 0.3349, Training Accuracy: 98.23%, Validation Accuracy: 93.43%
Epoch [75/100], Training Loss: 0.3291, Training Accuracy: 98.48%, Validation Accuracy: 92.93%
Epoch [76/100], Training Loss: 0.3304, Training Accuracy: 98.42%, Validation Accuracy: 93.43%
Epoch [77/100], Training Loss: 0.3344, Training Accuracy: 98.48%, Validation Accuracy: 92.93%
Epoch [78/100], Training Loss: 0.3307, Training Accuracy: 98.61%, Validation Accuracy: 91.92%
Epoch [79/100], Training Loss: 0.3278, Training Accuracy: 98.80%, Validation Accuracy: 93.43%
Epoch [80/100], Training Loss: 0.3316, Training Accuracy: 98.36%, Validation Accuracy: 92.93%
Epoch [81/100], Training Loss: 0.3278, Training Accuracy: 98.61%, Validation Accuracy: 93.43%
Epoch [82/100], Training Loss: 0.3279, Training Accuracy: 98.80%, Validation Accuracy: 91.41%
Epoch [83/100], Training Loss: 0.3308, Training Accuracy: 98.55%, Validation Accuracy: 92.93%
Epoch [84/100], Training Loss: 0.3328, Training Accuracy: 98.74%, Validation Accuracy: 93.43%
Epoch [85/100], Training Loss: 0.3302, Training Accuracy: 98.67%, Validation Accuracy: 92.93%
Epoch [86/100], Training Loss: 0.3276, Training Accuracy: 98.74%, Validation Accuracy: 93.43%
Epoch [87/100], Training Loss: 0.3284, Training Accuracy: 98.80%, Validation Accuracy: 93.43%
Epoch [88/100], Training Loss: 0.3263, Training Accuracy: 98.86%, Validation Accuracy: 91.92%
Epoch [89/100], Training Loss: 0.3280, Training Accuracy: 98.55%, Validation Accuracy: 92.93%
Epoch [90/100], Training Loss: 0.3325, Training Accuracy: 98.67%, Validation Accuracy: 93.43%
Epoch [91/100], Training Loss: 0.3273, Training Accuracy: 98.67%, Validation Accuracy: 91.41%
Epoch [92/100], Training Loss: 0.3286, Training Accuracy: 98.67%, Validation Accuracy: 92.93%
Epoch [93/100], Training Loss: 0.3303, Training Accuracy: 98.74%, Validation Accuracy: 92.93%
Epoch [94/100], Training Loss: 0.3270, Training Accuracy: 98.67%, Validation Accuracy: 92.42%
Epoch [95/100], Training Loss: 0.3269, Training Accuracy: 98.67%, Validation Accuracy: 93.43%
Epoch [96/100], Training Loss: 0.3313, Training Accuracy: 98.74%, Validation Accuracy: 92.93%
Epoch [97/100], Training Loss: 0.3260, Training Accuracy: 98.74%, Validation Accuracy: 92.42%
Epoch [98/100], Training Loss: 0.3259, Training Accuracy: 98.74%, Validation Accuracy: 92.93%
Epoch [99/100], Training Loss: 0.3251, Training Accuracy: 98.80%, Validation Accuracy: 93.43%
Epoch [100/100], Training Loss: 0.3277, Training Accuracy: 98.42%, Validation Accuracy: 93.43%
Finished Training
Final Evaluation: Precision: 0.8992, Recall: 0.8990, F1 Score: 0.8987, Accuracy: 0.8990
Fold 5/10
Epoch [1/100], Training Loss: 0.6871, Training Accuracy: 54.99%, Validation Accuracy: 62.12%
Epoch [2/100], Training Loss: 0.6601, Training Accuracy: 62.63%, Validation Accuracy: 62.12%
Epoch [3/100], Training Loss: 0.6192, Training Accuracy: 75.19%, Validation Accuracy: 76.77%
Epoch [4/100], Training Loss: 0.5718, Training Accuracy: 78.79%, Validation Accuracy: 83.33%
Epoch [5/100], Training Loss: 0.5333, Training Accuracy: 81.19%, Validation Accuracy: 85.35%
Epoch [6/100], Training Loss: 0.5076, Training Accuracy: 82.64%, Validation Accuracy: 88.89%
Epoch [7/100], Training Loss: 0.4917, Training Accuracy: 82.32%, Validation Accuracy: 89.90%
Epoch [8/100], Training Loss: 0.4790, Training Accuracy: 84.03%, Validation Accuracy: 90.40%
Epoch [9/100], Training Loss: 0.4641, Training Accuracy: 85.35%, Validation Accuracy: 90.91%
Epoch [10/100], Training Loss: 0.4559, Training Accuracy: 86.24%, Validation Accuracy: 91.41%
Epoch [11/100], Training Loss: 0.4576, Training Accuracy: 86.68%, Validation Accuracy: 91.41%
Epoch [12/100], Training Loss: 0.4453, Training Accuracy: 87.06%, Validation Accuracy: 91.92%
Epoch [13/100], Training Loss: 0.4374, Training Accuracy: 87.69%, Validation Accuracy: 91.92%
Epoch [14/100], Training Loss: 0.4282, Training Accuracy: 88.01%, Validation Accuracy: 91.92%
Epoch [15/100], Training Loss: 0.4265, Training Accuracy: 89.58%, Validation Accuracy: 92.42%
Epoch [16/100], Training Loss: 0.4266, Training Accuracy: 89.14%, Validation Accuracy: 92.42%
Epoch [17/100], Training Loss: 0.4211, Training Accuracy: 90.03%, Validation Accuracy: 91.92%
Epoch [18/100], Training Loss: 0.4321, Training Accuracy: 88.76%, Validation Accuracy: 91.92%
Epoch [19/100], Training Loss: 0.4171, Training Accuracy: 90.59%, Validation Accuracy: 92.42%
Epoch [20/100], Training Loss: 0.4093, Training Accuracy: 90.78%, Validation Accuracy: 91.92%
Epoch [21/100], Training Loss: 0.4046, Training Accuracy: 91.67%, Validation Accuracy: 91.92%
Epoch [22/100], Training Loss: 0.4070, Training Accuracy: 91.29%, Validation Accuracy: 92.42%
Epoch [23/100], Training Loss: 0.3920, Training Accuracy: 92.11%, Validation Accuracy: 92.93%
Epoch [24/100], Training Loss: 0.4045, Training Accuracy: 92.42%, Validation Accuracy: 92.42%
Epoch [25/100], Training Loss: 0.3886, Training Accuracy: 92.42%, Validation Accuracy: 92.42%
Epoch [26/100], Training Loss: 0.3874, Training Accuracy: 92.61%, Validation Accuracy: 91.92%
Epoch [27/100], Training Loss: 0.3951, Training Accuracy: 92.87%, Validation Accuracy: 92.42%
Epoch [28/100], Training Loss: 0.3800, Training Accuracy: 94.19%, Validation Accuracy: 93.43%
Epoch [29/100], Training Loss: 0.3789, Training Accuracy: 93.56%, Validation Accuracy: 93.43%
Epoch [30/100], Training Loss: 0.3779, Training Accuracy: 94.44%, Validation Accuracy: 94.44%
Epoch [31/100], Training Loss: 0.3833, Training Accuracy: 94.26%, Validation Accuracy: 93.94%
Epoch [32/100], Training Loss: 0.3737, Training Accuracy: 94.82%, Validation Accuracy: 93.94%
Epoch [33/100], Training Loss: 0.3728, Training Accuracy: 94.51%, Validation Accuracy: 94.44%
Epoch [34/100], Training Loss: 0.3653, Training Accuracy: 94.89%, Validation Accuracy: 94.44%
Epoch [35/100], Training Loss: 0.3675, Training Accuracy: 95.52%, Validation Accuracy: 94.44%
Epoch [36/100], Training Loss: 0.3728, Training Accuracy: 95.08%, Validation Accuracy: 94.95%
Epoch [37/100], Training Loss: 0.3630, Training Accuracy: 95.71%, Validation Accuracy: 95.45%
Epoch [38/100], Training Loss: 0.3644, Training Accuracy: 95.52%, Validation Accuracy: 95.96%
Epoch [39/100], Training Loss: 0.3546, Training Accuracy: 96.28%, Validation Accuracy: 95.96%
Epoch [40/100], Training Loss: 0.3599, Training Accuracy: 95.77%, Validation Accuracy: 95.96%
Epoch [41/100], Training Loss: 0.3537, Training Accuracy: 96.59%, Validation Accuracy: 95.96%
Epoch [42/100], Training Loss: 0.3567, Training Accuracy: 96.46%, Validation Accuracy: 95.45%
Epoch [43/100], Training Loss: 0.3558, Training Accuracy: 96.53%, Validation Accuracy: 95.45%
Epoch [44/100], Training Loss: 0.3569, Training Accuracy: 96.09%, Validation Accuracy: 94.95%
Epoch [45/100], Training Loss: 0.3526, Training Accuracy: 96.91%, Validation Accuracy: 95.96%
Epoch [46/100], Training Loss: 0.3492, Training Accuracy: 96.21%, Validation Accuracy: 95.45%
Epoch [47/100], Training Loss: 0.3474, Training Accuracy: 96.97%, Validation Accuracy: 95.45%
Epoch [48/100], Training Loss: 0.3478, Training Accuracy: 96.91%, Validation Accuracy: 95.45%
Epoch [49/100], Training Loss: 0.3492, Training Accuracy: 96.40%, Validation Accuracy: 95.45%
Epoch [50/100], Training Loss: 0.3460, Training Accuracy: 96.84%, Validation Accuracy: 95.45%
Epoch [51/100], Training Loss: 0.3520, Training Accuracy: 96.91%, Validation Accuracy: 95.96%
Epoch [52/100], Training Loss: 0.3478, Training Accuracy: 96.78%, Validation Accuracy: 95.96%
Epoch [53/100], Training Loss: 0.3471, Training Accuracy: 97.03%, Validation Accuracy: 95.96%
Epoch [54/100], Training Loss: 0.3445, Training Accuracy: 97.10%, Validation Accuracy: 94.95%
Epoch [55/100], Training Loss: 0.3523, Training Accuracy: 97.03%, Validation Accuracy: 95.96%
Epoch [56/100], Training Loss: 0.3454, Training Accuracy: 97.22%, Validation Accuracy: 95.45%
Epoch [57/100], Training Loss: 0.3446, Training Accuracy: 97.35%, Validation Accuracy: 95.45%
Epoch [58/100], Training Loss: 0.3438, Training Accuracy: 97.10%, Validation Accuracy: 94.95%
Epoch [59/100], Training Loss: 0.3456, Training Accuracy: 97.29%, Validation Accuracy: 93.94%
Epoch [60/100], Training Loss: 0.3463, Training Accuracy: 97.41%, Validation Accuracy: 94.95%
Epoch [61/100], Training Loss: 0.3416, Training Accuracy: 97.35%, Validation Accuracy: 95.45%
Epoch [62/100], Training Loss: 0.3414, Training Accuracy: 97.47%, Validation Accuracy: 95.96%
Epoch [63/100], Training Loss: 0.3449, Training Accuracy: 97.47%, Validation Accuracy: 95.45%
Epoch [64/100], Training Loss: 0.3382, Training Accuracy: 97.41%, Validation Accuracy: 95.96%
Epoch [65/100], Training Loss: 0.3372, Training Accuracy: 97.41%, Validation Accuracy: 95.45%
Epoch [66/100], Training Loss: 0.3500, Training Accuracy: 97.29%, Validation Accuracy: 95.96%
Epoch [67/100], Training Loss: 0.3380, Training Accuracy: 97.60%, Validation Accuracy: 95.96%
Epoch [68/100], Training Loss: 0.3412, Training Accuracy: 97.29%, Validation Accuracy: 95.45%
Epoch [69/100], Training Loss: 0.3378, Training Accuracy: 97.29%, Validation Accuracy: 94.95%
Epoch [70/100], Training Loss: 0.3362, Training Accuracy: 97.92%, Validation Accuracy: 94.44%
Epoch [71/100], Training Loss: 0.3392, Training Accuracy: 97.54%, Validation Accuracy: 95.45%
Epoch [72/100], Training Loss: 0.3445, Training Accuracy: 97.60%, Validation Accuracy: 95.45%
Epoch [73/100], Training Loss: 0.3384, Training Accuracy: 97.73%, Validation Accuracy: 95.45%
Epoch [74/100], Training Loss: 0.3395, Training Accuracy: 97.79%, Validation Accuracy: 94.44%
Epoch [75/100], Training Loss: 0.3352, Training Accuracy: 97.73%, Validation Accuracy: 95.45%
Epoch [76/100], Training Loss: 0.3390, Training Accuracy: 97.92%, Validation Accuracy: 95.45%
Epoch [77/100], Training Loss: 0.3408, Training Accuracy: 97.29%, Validation Accuracy: 95.96%
Epoch [78/100], Training Loss: 0.3403, Training Accuracy: 97.98%, Validation Accuracy: 95.45%
Epoch [79/100], Training Loss: 0.3377, Training Accuracy: 97.98%, Validation Accuracy: 95.45%
Epoch [80/100], Training Loss: 0.3357, Training Accuracy: 97.92%, Validation Accuracy: 95.96%
Epoch [81/100], Training Loss: 0.3361, Training Accuracy: 97.92%, Validation Accuracy: 95.45%
Epoch [82/100], Training Loss: 0.3411, Training Accuracy: 97.98%, Validation Accuracy: 94.95%
Epoch [83/100], Training Loss: 0.3362, Training Accuracy: 97.73%, Validation Accuracy: 95.96%
Epoch [84/100], Training Loss: 0.3395, Training Accuracy: 97.47%, Validation Accuracy: 94.44%
Epoch [85/100], Training Loss: 0.3346, Training Accuracy: 98.04%, Validation Accuracy: 95.45%
Epoch [86/100], Training Loss: 0.3362, Training Accuracy: 97.85%, Validation Accuracy: 95.45%
Epoch [87/100], Training Loss: 0.3407, Training Accuracy: 98.04%, Validation Accuracy: 95.96%
Epoch [88/100], Training Loss: 0.3328, Training Accuracy: 98.30%, Validation Accuracy: 94.95%
Epoch [89/100], Training Loss: 0.3363, Training Accuracy: 98.23%, Validation Accuracy: 95.45%
Epoch [90/100], Training Loss: 0.3333, Training Accuracy: 98.04%, Validation Accuracy: 95.96%
Epoch [91/100], Training Loss: 0.3301, Training Accuracy: 98.42%, Validation Accuracy: 95.96%
Epoch [92/100], Training Loss: 0.3349, Training Accuracy: 98.17%, Validation Accuracy: 96.46%
Epoch [93/100], Training Loss: 0.3323, Training Accuracy: 98.17%, Validation Accuracy: 94.44%
Epoch [94/100], Training Loss: 0.3292, Training Accuracy: 98.36%, Validation Accuracy: 95.96%
Epoch [95/100], Training Loss: 0.3371, Training Accuracy: 97.92%, Validation Accuracy: 96.46%
Epoch [96/100], Training Loss: 0.3317, Training Accuracy: 98.04%, Validation Accuracy: 96.46%
Epoch [97/100], Training Loss: 0.3285, Training Accuracy: 98.42%, Validation Accuracy: 94.95%
Epoch [98/100], Training Loss: 0.3299, Training Accuracy: 98.30%, Validation Accuracy: 95.96%
Epoch [99/100], Training Loss: 0.3296, Training Accuracy: 98.55%, Validation Accuracy: 95.45%
Epoch [100/100], Training Loss: 0.3328, Training Accuracy: 98.48%, Validation Accuracy: 94.95%
Finished Training
Final Evaluation: Precision: 0.9054, Recall: 0.9040, F1 Score: 0.9036, Accuracy: 0.9040
Fold 6/10
Epoch [1/100], Training Loss: 0.6899, Training Accuracy: 53.91%, Validation Accuracy: 39.90%
Epoch [2/100], Training Loss: 0.6634, Training Accuracy: 59.47%, Validation Accuracy: 39.90%
Epoch [3/100], Training Loss: 0.6267, Training Accuracy: 70.01%, Validation Accuracy: 39.90%
Epoch [4/100], Training Loss: 0.5837, Training Accuracy: 77.40%, Validation Accuracy: 74.75%
Epoch [5/100], Training Loss: 0.5466, Training Accuracy: 80.56%, Validation Accuracy: 84.85%
Epoch [6/100], Training Loss: 0.5272, Training Accuracy: 80.68%, Validation Accuracy: 86.36%
Epoch [7/100], Training Loss: 0.4940, Training Accuracy: 83.78%, Validation Accuracy: 87.37%
Epoch [8/100], Training Loss: 0.4837, Training Accuracy: 84.79%, Validation Accuracy: 87.37%
Epoch [9/100], Training Loss: 0.4635, Training Accuracy: 86.05%, Validation Accuracy: 88.38%
Epoch [10/100], Training Loss: 0.4617, Training Accuracy: 85.73%, Validation Accuracy: 88.38%
Epoch [11/100], Training Loss: 0.4553, Training Accuracy: 86.87%, Validation Accuracy: 88.38%
Epoch [12/100], Training Loss: 0.4578, Training Accuracy: 86.87%, Validation Accuracy: 88.38%
Epoch [13/100], Training Loss: 0.4392, Training Accuracy: 88.70%, Validation Accuracy: 88.38%
Epoch [14/100], Training Loss: 0.4310, Training Accuracy: 88.32%, Validation Accuracy: 88.38%
Epoch [15/100], Training Loss: 0.4255, Training Accuracy: 89.14%, Validation Accuracy: 88.89%
Epoch [16/100], Training Loss: 0.4274, Training Accuracy: 89.65%, Validation Accuracy: 88.38%
Epoch [17/100], Training Loss: 0.4196, Training Accuracy: 89.52%, Validation Accuracy: 89.39%
Epoch [18/100], Training Loss: 0.4134, Training Accuracy: 90.15%, Validation Accuracy: 89.39%
Epoch [19/100], Training Loss: 0.4168, Training Accuracy: 90.59%, Validation Accuracy: 89.39%
Epoch [20/100], Training Loss: 0.4092, Training Accuracy: 91.10%, Validation Accuracy: 89.90%
Epoch [21/100], Training Loss: 0.4098, Training Accuracy: 91.92%, Validation Accuracy: 89.90%
Epoch [22/100], Training Loss: 0.4035, Training Accuracy: 91.54%, Validation Accuracy: 89.90%
Epoch [23/100], Training Loss: 0.4048, Training Accuracy: 92.30%, Validation Accuracy: 89.90%
Epoch [24/100], Training Loss: 0.3980, Training Accuracy: 91.92%, Validation Accuracy: 89.90%
