==========================================
SLURM_JOB_ID = 7466419
SLURM_NODELIST = gpu-4-56
==========================================
Unloading openmpi/4.1.5
Unloading slurm/22.05.9.p2
Loading slurm/22.05.9.p2
Loading openmpi/4.1.5
+ python MLP.py /home/zhuosl/VPML/Genome_matrix/genome_matrix_full.csv
Fold 1/5
Epoch [1/100], Training Loss: 0.6900, Training Accuracy: 57.58%, Test Accuracy: 49.49%
Epoch [76/100], Training Loss: 0.3686, Training Accuracy: 94.76%, Test Accuracy: 90.15%
Epoch [77/100], Training Loss: 0.3685, Training Accuracy: 95.01%, Test Accuracy: 91.16%
Epoch [78/100], Training Loss: 0.3679, Training Accuracy: 94.89%, Test Accuracy: 90.40%
Epoch [79/100], Training Loss: 0.3646, Training Accuracy: 95.20%, Test Accuracy: 90.40%
Epoch [80/100], Training Loss: 0.3683, Training Accuracy: 95.01%, Test Accuracy: 91.41%
Epoch [81/100], Training Loss: 0.3643, Training Accuracy: 95.39%, Test Accuracy: 91.41%
Epoch [82/100], Training Loss: 0.3631, Training Accuracy: 95.39%, Test Accuracy: 91.16%
Epoch [83/100], Training Loss: 0.3650, Training Accuracy: 95.01%, Test Accuracy: 90.91%
Epoch [84/100], Training Loss: 0.3632, Training Accuracy: 95.39%, Test Accuracy: 91.41%
Epoch [85/100], Training Loss: 0.3616, Training Accuracy: 95.52%, Test Accuracy: 90.91%
Epoch [86/100], Training Loss: 0.3622, Training Accuracy: 95.64%, Test Accuracy: 91.67%
Epoch [87/100], Training Loss: 0.3596, Training Accuracy: 95.64%, Test Accuracy: 91.16%
Epoch [88/100], Training Loss: 0.3588, Training Accuracy: 95.77%, Test Accuracy: 91.67%
Epoch [89/100], Training Loss: 0.3562, Training Accuracy: 96.02%, Test Accuracy: 90.66%
Epoch [90/100], Training Loss: 0.3584, Training Accuracy: 95.90%, Test Accuracy: 91.16%
Epoch [91/100], Training Loss: 0.3602, Training Accuracy: 95.58%, Test Accuracy: 90.91%
Epoch [92/100], Training Loss: 0.3587, Training Accuracy: 95.90%, Test Accuracy: 91.41%
Epoch [93/100], Training Loss: 0.3568, Training Accuracy: 96.21%, Test Accuracy: 91.41%
Epoch [94/100], Training Loss: 0.3598, Training Accuracy: 95.64%, Test Accuracy: 90.66%
Epoch [95/100], Training Loss: 0.3563, Training Accuracy: 96.34%, Test Accuracy: 91.16%
Epoch [96/100], Training Loss: 0.3581, Training Accuracy: 95.90%, Test Accuracy: 89.90%
Epoch [97/100], Training Loss: 0.3583, Training Accuracy: 95.96%, Test Accuracy: 91.67%
Epoch [98/100], Training Loss: 0.3574, Training Accuracy: 96.21%, Test Accuracy: 91.16%
Epoch [99/100], Training Loss: 0.3534, Training Accuracy: 96.46%, Test Accuracy: 91.41%
Epoch [100/100], Training Loss: 0.3546, Training Accuracy: 96.34%, Test Accuracy: 91.41%
Finished Training
Final Evaluation: Precision: 0.9153, Recall: 0.9141, F1 Score: 0.9144, Accuracy: 0.9141
Fold 4/5
Epoch [1/100], Training Loss: 0.6943, Training Accuracy: 46.91%, Test Accuracy: 63.64%
Epoch [2/100], Training Loss: 0.6902, Training Accuracy: 59.15%, Test Accuracy: 59.09%
Epoch [3/100], Training Loss: 0.6865, Training Accuracy: 56.88%, Test Accuracy: 59.09%
Epoch [4/100], Training Loss: 0.6826, Training Accuracy: 55.37%, Test Accuracy: 59.09%
Epoch [5/100], Training Loss: 0.6765, Training Accuracy: 56.31%, Test Accuracy: 59.09%
Epoch [6/100], Training Loss: 0.6729, Training Accuracy: 56.76%, Test Accuracy: 59.09%
Epoch [7/100], Training Loss: 0.6652, Training Accuracy: 59.15%, Test Accuracy: 60.10%
Epoch [8/100], Training Loss: 0.6565, Training Accuracy: 61.55%, Test Accuracy: 74.75%
Epoch [9/100], Training Loss: 0.6465, Training Accuracy: 68.31%, Test Accuracy: 70.71%
Epoch [10/100], Training Loss: 0.6343, Training Accuracy: 69.00%, Test Accuracy: 80.81%
Epoch [11/100], Training Loss: 0.6207, Training Accuracy: 75.51%, Test Accuracy: 80.81%
Epoch [12/100], Training Loss: 0.6050, Training Accuracy: 76.58%, Test Accuracy: 81.31%
Epoch [13/100], Training Loss: 0.5888, Training Accuracy: 78.35%, Test Accuracy: 82.32%
Epoch [14/100], Training Loss: 0.5705, Training Accuracy: 81.12%, Test Accuracy: 82.32%
Epoch [15/100], Training Loss: 0.5509, Training Accuracy: 82.32%, Test Accuracy: 82.32%
Epoch [16/100], Training Loss: 0.5384, Training Accuracy: 82.45%, Test Accuracy: 83.33%
Epoch [17/100], Training Loss: 0.5218, Training Accuracy: 82.77%, Test Accuracy: 86.87%
Epoch [18/100], Training Loss: 0.5067, Training Accuracy: 84.15%, Test Accuracy: 86.62%
Epoch [19/100], Training Loss: 0.4968, Training Accuracy: 85.04%, Test Accuracy: 86.36%
Epoch [20/100], Training Loss: 0.4855, Training Accuracy: 85.42%, Test Accuracy: 87.37%
Epoch [21/100], Training Loss: 0.4753, Training Accuracy: 86.24%, Test Accuracy: 87.37%
Epoch [22/100], Training Loss: 0.4709, Training Accuracy: 85.98%, Test Accuracy: 87.88%
Epoch [23/100], Training Loss: 0.4629, Training Accuracy: 86.68%, Test Accuracy: 85.86%
Epoch [24/100], Training Loss: 0.4621, Training Accuracy: 86.17%, Test Accuracy: 88.38%
Epoch [25/100], Training Loss: 0.4554, Training Accuracy: 86.93%, Test Accuracy: 88.89%
Epoch [26/100], Training Loss: 0.4474, Training Accuracy: 87.63%, Test Accuracy: 87.12%
Epoch [27/100], Training Loss: 0.4438, Training Accuracy: 88.01%, Test Accuracy: 88.64%
Epoch [28/100], Training Loss: 0.4365, Training Accuracy: 88.89%, Test Accuracy: 88.38%
Epoch [29/100], Training Loss: 0.4393, Training Accuracy: 87.50%, Test Accuracy: 89.14%
Epoch [30/100], Training Loss: 0.4320, Training Accuracy: 88.51%, Test Accuracy: 88.64%
Epoch [31/100], Training Loss: 0.4301, Training Accuracy: 89.14%, Test Accuracy: 88.13%
Epoch [32/100], Training Loss: 0.4271, Training Accuracy: 89.52%, Test Accuracy: 88.89%
Epoch [33/100], Training Loss: 0.4282, Training Accuracy: 89.27%, Test Accuracy: 88.64%
Epoch [34/100], Training Loss: 0.4237, Training Accuracy: 89.27%, Test Accuracy: 87.88%
Epoch [35/100], Training Loss: 0.4222, Training Accuracy: 89.58%, Test Accuracy: 88.13%
Epoch [36/100], Training Loss: 0.4213, Training Accuracy: 89.33%, Test Accuracy: 88.38%
Epoch [37/100], Training Loss: 0.4189, Training Accuracy: 90.15%, Test Accuracy: 88.89%
Epoch [38/100], Training Loss: 0.4170, Training Accuracy: 90.66%, Test Accuracy: 88.13%
Epoch [39/100], Training Loss: 0.4168, Training Accuracy: 90.15%, Test Accuracy: 88.38%
Epoch [40/100], Training Loss: 0.4115, Training Accuracy: 90.53%, Test Accuracy: 88.13%
Epoch [41/100], Training Loss: 0.4074, Training Accuracy: 91.29%, Test Accuracy: 88.64%
Epoch [42/100], Training Loss: 0.4102, Training Accuracy: 90.34%, Test Accuracy: 89.39%
Epoch [43/100], Training Loss: 0.4077, Training Accuracy: 90.97%, Test Accuracy: 88.89%
Epoch [44/100], Training Loss: 0.4092, Training Accuracy: 90.47%, Test Accuracy: 88.38%
Epoch [45/100], Training Loss: 0.4023, Training Accuracy: 91.54%, Test Accuracy: 88.38%
Epoch [46/100], Training Loss: 0.4038, Training Accuracy: 91.41%, Test Accuracy: 88.89%
Epoch [47/100], Training Loss: 0.4031, Training Accuracy: 91.48%, Test Accuracy: 88.89%
Epoch [48/100], Training Loss: 0.3985, Training Accuracy: 92.49%, Test Accuracy: 89.39%
Epoch [49/100], Training Loss: 0.4003, Training Accuracy: 91.73%, Test Accuracy: 90.15%
Epoch [50/100], Training Loss: 0.3980, Training Accuracy: 91.73%, Test Accuracy: 89.14%
Epoch [51/100], Training Loss: 0.3962, Training Accuracy: 92.80%, Test Accuracy: 89.14%
Epoch [52/100], Training Loss: 0.3928, Training Accuracy: 92.93%, Test Accuracy: 90.40%
Epoch [53/100], Training Loss: 0.3962, Training Accuracy: 92.23%, Test Accuracy: 90.40%
Epoch [54/100], Training Loss: 0.3905, Training Accuracy: 92.99%, Test Accuracy: 90.40%
Epoch [55/100], Training Loss: 0.3925, Training Accuracy: 92.80%, Test Accuracy: 89.39%
Epoch [56/100], Training Loss: 0.3883, Training Accuracy: 93.24%, Test Accuracy: 90.40%
Epoch [57/100], Training Loss: 0.3910, Training Accuracy: 92.55%, Test Accuracy: 90.15%
Epoch [58/100], Training Loss: 0.3862, Training Accuracy: 93.50%, Test Accuracy: 90.66%
Epoch [59/100], Training Loss: 0.3898, Training Accuracy: 92.61%, Test Accuracy: 89.90%
Epoch [60/100], Training Loss: 0.3876, Training Accuracy: 93.24%, Test Accuracy: 90.15%
Epoch [61/100], Training Loss: 0.3849, Training Accuracy: 93.50%, Test Accuracy: 90.40%
Epoch [62/100], Training Loss: 0.3836, Training Accuracy: 93.62%, Test Accuracy: 90.91%
Epoch [63/100], Training Loss: 0.3850, Training Accuracy: 93.18%, Test Accuracy: 90.66%
Epoch [64/100], Training Loss: 0.3804, Training Accuracy: 93.94%, Test Accuracy: 91.16%
Epoch [65/100], Training Loss: 0.3820, Training Accuracy: 93.88%, Test Accuracy: 90.66%
Epoch [66/100], Training Loss: 0.3818, Training Accuracy: 93.43%, Test Accuracy: 90.40%
Epoch [67/100], Training Loss: 0.3765, Training Accuracy: 94.44%, Test Accuracy: 90.91%
Epoch [68/100], Training Loss: 0.3769, Training Accuracy: 94.19%, Test Accuracy: 91.16%
Epoch [69/100], Training Loss: 0.3763, Training Accuracy: 94.32%, Test Accuracy: 90.40%
Epoch [70/100], Training Loss: 0.3756, Training Accuracy: 94.38%, Test Accuracy: 90.66%
Epoch [71/100], Training Loss: 0.3783, Training Accuracy: 93.88%, Test Accuracy: 88.64%
Epoch [72/100], Training Loss: 0.3772, Training Accuracy: 94.38%, Test Accuracy: 88.38%
Epoch [73/100], Training Loss: 0.3795, Training Accuracy: 93.94%, Test Accuracy: 90.15%
Epoch [74/100], Training Loss: 0.3778, Training Accuracy: 93.94%, Test Accuracy: 91.16%
Epoch [75/100], Training Loss: 0.3729, Training Accuracy: 94.82%, Test Accuracy: 91.16%
Epoch [76/100], Training Loss: 0.3719, Training Accuracy: 94.76%, Test Accuracy: 90.91%
Epoch [77/100], Training Loss: 0.3712, Training Accuracy: 94.95%, Test Accuracy: 91.16%
Epoch [78/100], Training Loss: 0.3694, Training Accuracy: 94.70%, Test Accuracy: 91.67%
Epoch [79/100], Training Loss: 0.3712, Training Accuracy: 94.51%, Test Accuracy: 90.66%
Epoch [80/100], Training Loss: 0.3689, Training Accuracy: 95.01%, Test Accuracy: 90.91%
Epoch [81/100], Training Loss: 0.3696, Training Accuracy: 94.44%, Test Accuracy: 90.40%
Epoch [82/100], Training Loss: 0.3689, Training Accuracy: 94.76%, Test Accuracy: 90.91%
Epoch [83/100], Training Loss: 0.3662, Training Accuracy: 95.45%, Test Accuracy: 91.16%
Epoch [84/100], Training Loss: 0.3695, Training Accuracy: 94.70%, Test Accuracy: 91.41%
Epoch [85/100], Training Loss: 0.3664, Training Accuracy: 95.33%, Test Accuracy: 90.66%
Epoch [86/100], Training Loss: 0.3695, Training Accuracy: 94.95%, Test Accuracy: 91.16%
Epoch [87/100], Training Loss: 0.3642, Training Accuracy: 95.45%, Test Accuracy: 91.16%
Epoch [88/100], Training Loss: 0.3659, Training Accuracy: 95.27%, Test Accuracy: 90.91%
Epoch [89/100], Training Loss: 0.3660, Training Accuracy: 95.33%, Test Accuracy: 91.16%
Epoch [90/100], Training Loss: 0.3675, Training Accuracy: 94.82%, Test Accuracy: 91.16%
Epoch [91/100], Training Loss: 0.3646, Training Accuracy: 95.39%, Test Accuracy: 90.40%
Epoch [92/100], Training Loss: 0.3628, Training Accuracy: 95.64%, Test Accuracy: 90.66%
Epoch [93/100], Training Loss: 0.3661, Training Accuracy: 95.27%, Test Accuracy: 90.91%
Epoch [94/100], Training Loss: 0.3636, Training Accuracy: 95.33%, Test Accuracy: 90.91%
Epoch [95/100], Training Loss: 0.3621, Training Accuracy: 95.58%, Test Accuracy: 91.41%
Epoch [96/100], Training Loss: 0.3604, Training Accuracy: 95.83%, Test Accuracy: 91.41%
Epoch [97/100], Training Loss: 0.3610, Training Accuracy: 95.71%, Test Accuracy: 91.16%
Epoch [98/100], Training Loss: 0.3597, Training Accuracy: 95.64%, Test Accuracy: 90.66%
Epoch [99/100], Training Loss: 0.3637, Training Accuracy: 95.58%, Test Accuracy: 90.40%
Epoch [100/100], Training Loss: 0.3644, Training Accuracy: 95.33%, Test Accuracy: 90.66%
Finished Training
Final Evaluation: Precision: 0.9082, Recall: 0.9066, F1 Score: 0.9069, Accuracy: 0.9066
Fold 5/5
Epoch [1/100], Training Loss: 0.6964, Training Accuracy: 45.01%, Test Accuracy: 40.66%
Epoch [2/100], Training Loss: 0.6925, Training Accuracy: 50.69%, Test Accuracy: 61.87%
Epoch [3/100], Training Loss: 0.6874, Training Accuracy: 60.29%, Test Accuracy: 59.34%
Epoch [4/100], Training Loss: 0.6839, Training Accuracy: 56.76%, Test Accuracy: 59.34%
Epoch [5/100], Training Loss: 0.6785, Training Accuracy: 56.12%, Test Accuracy: 59.34%
Epoch [6/100], Training Loss: 0.6739, Training Accuracy: 57.32%, Test Accuracy: 59.34%
Epoch [7/100], Training Loss: 0.6684, Training Accuracy: 58.21%, Test Accuracy: 59.34%
Epoch [8/100], Training Loss: 0.6601, Training Accuracy: 59.41%, Test Accuracy: 66.92%
Epoch [9/100], Training Loss: 0.6509, Training Accuracy: 67.23%, Test Accuracy: 77.53%
Epoch [10/100], Training Loss: 0.6410, Training Accuracy: 68.43%, Test Accuracy: 81.31%
Epoch [11/100], Training Loss: 0.6270, Training Accuracy: 73.93%, Test Accuracy: 81.31%
Epoch [12/100], Training Loss: 0.6098, Training Accuracy: 76.45%, Test Accuracy: 81.82%
Epoch [13/100], Training Loss: 0.5969, Training Accuracy: 78.72%, Test Accuracy: 82.07%
Epoch [14/100], Training Loss: 0.5714, Training Accuracy: 80.81%, Test Accuracy: 81.82%
Epoch [15/100], Training Loss: 0.5562, Training Accuracy: 81.57%, Test Accuracy: 82.83%
Epoch [16/100], Training Loss: 0.5384, Training Accuracy: 82.95%, Test Accuracy: 83.33%
Epoch [17/100], Training Loss: 0.5230, Training Accuracy: 83.21%, Test Accuracy: 84.85%
Epoch [18/100], Training Loss: 0.5079, Training Accuracy: 84.15%, Test Accuracy: 84.34%
Epoch [19/100], Training Loss: 0.4990, Training Accuracy: 84.53%, Test Accuracy: 84.60%
Epoch [20/100], Training Loss: 0.4817, Training Accuracy: 86.36%, Test Accuracy: 85.61%
Epoch [21/100], Training Loss: 0.4795, Training Accuracy: 85.73%, Test Accuracy: 85.86%
Epoch [22/100], Training Loss: 0.4682, Training Accuracy: 86.49%, Test Accuracy: 86.11%
Epoch [23/100], Training Loss: 0.4593, Training Accuracy: 87.50%, Test Accuracy: 85.61%
Epoch [24/100], Training Loss: 0.4527, Training Accuracy: 87.94%, Test Accuracy: 87.63%
Epoch [25/100], Training Loss: 0.4501, Training Accuracy: 87.50%, Test Accuracy: 87.88%
Epoch [26/100], Training Loss: 0.4462, Training Accuracy: 88.26%, Test Accuracy: 88.13%
Epoch [27/100], Training Loss: 0.4434, Training Accuracy: 88.19%, Test Accuracy: 87.63%
Epoch [28/100], Training Loss: 0.4355, Training Accuracy: 89.20%, Test Accuracy: 87.88%
Epoch [29/100], Training Loss: 0.4315, Training Accuracy: 89.20%, Test Accuracy: 86.87%
Epoch [30/100], Training Loss: 0.4311, Training Accuracy: 89.27%, Test Accuracy: 88.13%
Epoch [31/100], Training Loss: 0.4326, Training Accuracy: 88.45%, Test Accuracy: 88.89%
Epoch [32/100], Training Loss: 0.4261, Training Accuracy: 89.52%, Test Accuracy: 87.37%
Epoch [33/100], Training Loss: 0.4245, Training Accuracy: 89.71%, Test Accuracy: 87.12%
Epoch [34/100], Training Loss: 0.4183, Training Accuracy: 90.15%, Test Accuracy: 88.64%
Epoch [35/100], Training Loss: 0.4246, Training Accuracy: 89.39%, Test Accuracy: 88.89%
Epoch [36/100], Training Loss: 0.4172, Training Accuracy: 90.53%, Test Accuracy: 88.89%
Epoch [37/100], Training Loss: 0.4151, Training Accuracy: 90.28%, Test Accuracy: 88.38%
Epoch [38/100], Training Loss: 0.4129, Training Accuracy: 90.34%, Test Accuracy: 88.89%
Epoch [39/100], Training Loss: 0.4104, Training Accuracy: 90.97%, Test Accuracy: 89.14%
Epoch [40/100], Training Loss: 0.4094, Training Accuracy: 91.29%, Test Accuracy: 88.64%
Epoch [41/100], Training Loss: 0.4062, Training Accuracy: 91.22%, Test Accuracy: 89.39%
Epoch [42/100], Training Loss: 0.4046, Training Accuracy: 91.48%, Test Accuracy: 89.39%
Epoch [43/100], Training Loss: 0.4048, Training Accuracy: 91.22%, Test Accuracy: 89.39%
Epoch [44/100], Training Loss: 0.4020, Training Accuracy: 92.05%, Test Accuracy: 89.65%
Epoch [45/100], Training Loss: 0.3969, Training Accuracy: 92.55%, Test Accuracy: 89.65%
Epoch [46/100], Training Loss: 0.3989, Training Accuracy: 92.11%, Test Accuracy: 88.64%
Epoch [47/100], Training Loss: 0.3933, Training Accuracy: 92.61%, Test Accuracy: 89.65%
Epoch [48/100], Training Loss: 0.3938, Training Accuracy: 92.87%, Test Accuracy: 89.90%
Epoch [49/100], Training Loss: 0.3943, Training Accuracy: 92.49%, Test Accuracy: 88.38%
Epoch [50/100], Training Loss: 0.3932, Training Accuracy: 92.74%, Test Accuracy: 88.38%
Epoch [51/100], Training Loss: 0.3910, Training Accuracy: 93.12%, Test Accuracy: 89.39%
Epoch [52/100], Training Loss: 0.3890, Training Accuracy: 93.31%, Test Accuracy: 89.90%
Epoch [53/100], Training Loss: 0.3885, Training Accuracy: 92.99%, Test Accuracy: 89.90%
Epoch [54/100], Training Loss: 0.3855, Training Accuracy: 93.31%, Test Accuracy: 89.90%
Epoch [55/100], Training Loss: 0.3870, Training Accuracy: 93.06%, Test Accuracy: 89.65%
Epoch [56/100], Training Loss: 0.3812, Training Accuracy: 94.13%, Test Accuracy: 89.14%
Epoch [57/100], Training Loss: 0.3851, Training Accuracy: 92.99%, Test Accuracy: 89.14%
Epoch [58/100], Training Loss: 0.3872, Training Accuracy: 93.12%, Test Accuracy: 89.65%
Epoch [59/100], Training Loss: 0.3799, Training Accuracy: 93.81%, Test Accuracy: 89.39%
Epoch [60/100], Training Loss: 0.3827, Training Accuracy: 93.62%, Test Accuracy: 89.65%
Epoch [61/100], Training Loss: 0.3791, Training Accuracy: 93.88%, Test Accuracy: 89.39%
Epoch [62/100], Training Loss: 0.3800, Training Accuracy: 93.56%, Test Accuracy: 90.15%
Epoch [63/100], Training Loss: 0.3765, Training Accuracy: 94.13%, Test Accuracy: 89.39%
Epoch [64/100], Training Loss: 0.3731, Training Accuracy: 94.44%, Test Accuracy: 89.14%
Epoch [65/100], Training Loss: 0.3747, Training Accuracy: 94.51%, Test Accuracy: 89.39%
Epoch [66/100], Training Loss: 0.3764, Training Accuracy: 94.13%, Test Accuracy: 89.90%
Epoch [67/100], Training Loss: 0.3729, Training Accuracy: 94.57%, Test Accuracy: 89.90%
Epoch [68/100], Training Loss: 0.3782, Training Accuracy: 93.81%, Test Accuracy: 88.89%
Epoch [69/100], Training Loss: 0.3746, Training Accuracy: 94.19%, Test Accuracy: 89.90%
Epoch [70/100], Training Loss: 0.3747, Training Accuracy: 94.26%, Test Accuracy: 89.65%
Epoch [71/100], Training Loss: 0.3741, Training Accuracy: 94.32%, Test Accuracy: 89.39%
Epoch [72/100], Training Loss: 0.3742, Training Accuracy: 94.44%, Test Accuracy: 89.65%
Epoch [73/100], Training Loss: 0.3676, Training Accuracy: 95.01%, Test Accuracy: 90.15%
Epoch [74/100], Training Loss: 0.3706, Training Accuracy: 94.44%, Test Accuracy: 89.65%
Epoch [75/100], Training Loss: 0.3716, Training Accuracy: 94.07%, Test Accuracy: 89.39%
Epoch [76/100], Training Loss: 0.3706, Training Accuracy: 94.51%, Test Accuracy: 89.65%
Epoch [77/100], Training Loss: 0.3685, Training Accuracy: 94.76%, Test Accuracy: 89.14%
Epoch [78/100], Training Loss: 0.3702, Training Accuracy: 94.76%, Test Accuracy: 89.65%
Epoch [79/100], Training Loss: 0.3657, Training Accuracy: 95.14%, Test Accuracy: 89.39%
Epoch [80/100], Training Loss: 0.3695, Training Accuracy: 94.57%, Test Accuracy: 89.90%
Epoch [81/100], Training Loss: 0.3672, Training Accuracy: 94.89%, Test Accuracy: 89.90%
Epoch [82/100], Training Loss: 0.3698, Training Accuracy: 94.70%, Test Accuracy: 89.14%
Epoch [83/100], Training Loss: 0.3712, Training Accuracy: 94.51%, Test Accuracy: 89.90%
Epoch [84/100], Training Loss: 0.3643, Training Accuracy: 94.82%, Test Accuracy: 89.65%
Epoch [85/100], Training Loss: 0.3636, Training Accuracy: 95.45%, Test Accuracy: 89.14%
Epoch [86/100], Training Loss: 0.3664, Training Accuracy: 94.82%, Test Accuracy: 90.15%
Epoch [87/100], Training Loss: 0.3635, Training Accuracy: 94.95%, Test Accuracy: 88.89%
Epoch [88/100], Training Loss: 0.3651, Training Accuracy: 95.14%, Test Accuracy: 89.39%
Epoch [89/100], Training Loss: 0.3620, Training Accuracy: 95.39%, Test Accuracy: 89.39%
Epoch [90/100], Training Loss: 0.3593, Training Accuracy: 95.77%, Test Accuracy: 89.90%
Epoch [91/100], Training Loss: 0.3623, Training Accuracy: 95.58%, Test Accuracy: 89.65%
Epoch [92/100], Training Loss: 0.3600, Training Accuracy: 95.58%, Test Accuracy: 89.90%
Epoch [93/100], Training Loss: 0.3615, Training Accuracy: 95.33%, Test Accuracy: 89.39%
Epoch [94/100], Training Loss: 0.3597, Training Accuracy: 96.02%, Test Accuracy: 89.90%
Epoch [95/100], Training Loss: 0.3604, Training Accuracy: 95.58%, Test Accuracy: 89.65%
Epoch [96/100], Training Loss: 0.3599, Training Accuracy: 95.45%, Test Accuracy: 90.40%
Epoch [97/100], Training Loss: 0.3611, Training Accuracy: 95.39%, Test Accuracy: 89.90%
Epoch [98/100], Training Loss: 0.3640, Training Accuracy: 95.39%, Test Accuracy: 88.64%
Epoch [99/100], Training Loss: 0.3594, Training Accuracy: 95.77%, Test Accuracy: 89.90%
Epoch [100/100], Training Loss: 0.3579, Training Accuracy: 95.71%, Test Accuracy: 90.15%
Finished Training
Final Evaluation: Precision: 0.9027, Recall: 0.9015, F1 Score: 0.9018, Accuracy: 0.9015
Average precision: 0.9019965508409277
Average recall: 0.901010101010101%
Average f1: 0.9011829831433179%
Average accuracy: 0.901010101010101%
+ env
+ grep SLURM
SLURM_JOB_USER=zhuosl
SLURM_TASKS_PER_NODE=1
SLURM_JOB_UID=1044122
SLURM_TASK_PID=992691
SLURM_LOCALID=0
SLURM_SUBMIT_DIR=/home/zhuosl/VPML/DL_model
SLURMD_NODENAME=gpu-4-56
SLURM_NODE_ALIASES=(null)
SLURM_CLUSTER_NAME=farm
SLURM_CPUS_ON_NODE=32
SLURM_JOB_CPUS_PER_NODE=32
SLURM_GTIDS=0
SLURM_JOB_PARTITION=gpu-a100-h
SLURM_JOB_NUM_NODES=1
SLURM_JOBID=7466419
SLURM_JOB_QOS=datalabgrp-gpu-a100-h-qos
SLURM_PROCID=0
SLURM_CPUS_PER_TASK=32
SLURM_TOPOLOGY_ADDR=gpu-4-56
SLURM_TOPOLOGY_ADDR_PATTERN=node
SLURM_SCRIPT_CONTEXT=prolog_task
SLURM_MEM_PER_NODE=64000
SLURM_WORKING_CLUSTER=farm:192.168.12.90:6817:9728:109
SLURM_ROOT=/share/apps/22.04/slurm/22.05.9.p2
SLURM_NODELIST=gpu-4-56
SLURM_JOB_ACCOUNT=datalabgrp
SLURM_PRIO_PROCESS=0
SLURM_NNODES=1
SLURM_SUBMIT_HOST=farm
SLURM_JOB_ID=7466419
SLURM_NODEID=0
SLURM_CONF=/share/apps/22.04/slurm/22.05.9.p2/etc/slurm.conf
SLURM_JOB_NAME=VP_ML
SLURM_JOB_GID=1044122
SLURM_JOB_NODELIST=gpu-4-56
+ scontrol show job 7466419
JobId=7466419 JobName=VP_ML
   UserId=zhuosl(1044122) GroupId=zhuosl(1044122) MCS_label=N/A
   Priority=9184 Nice=0 Account=datalabgrp QOS=datalabgrp-gpu-a100-h-qos
   JobState=RUNNING Reason=None Dependency=(null)
   Requeue=1 Restarts=0 BatchFlag=1 Reboot=0 ExitCode=0:0
   RunTime=00:44:11 TimeLimit=3-12:00:00 TimeMin=N/A
   SubmitTime=2023-09-21T11:44:28 EligibleTime=2023-09-21T11:44:28
   AccrueTime=2023-09-21T11:44:28
   StartTime=2023-09-21T11:44:29 EndTime=2023-09-24T23:44:29 Deadline=N/A
   SuspendTime=None SecsPreSuspend=0 LastSchedEval=2023-09-21T11:44:29 Scheduler=Main
   Partition=gpu-a100-h AllocNode:Sid=127.0.1.1:77501
   ReqNodeList=(null) ExcNodeList=(null)
   NodeList=gpu-4-56
   BatchHost=gpu-4-56
   NumNodes=1 NumCPUs=32 NumTasks=1 CPUs/Task=32 ReqB:S:C:T=0:0:*:*
   TRES=cpu=32,mem=62.50G,node=1,billing=32
   Socks/Node=* NtasksPerN:B:S:C=0:0:*:* CoreSpec=*
   MinCPUsNode=32 MinMemoryNode=62.50G MinTmpDiskNode=0
   Features=(null) DelayBoot=00:00:00
   OverSubscribe=OK Contiguous=0 Licenses=(null) Network=(null)
   Command=/home/zhuosl/VPML/DL_model/MLP.sh
   WorkDir=/home/zhuosl/VPML/DL_model
   StdErr=/home/zhuosl/VPML/DL_model/fullgenome_CUDA.log
   StdIn=/dev/null
   StdOut=/home/zhuosl/VPML/DL_model/fullgenome_CUDA.log
   Power=
   MailUser=zsliu@ucdavis.edu MailType=INVALID_DEPEND,BEGIN,END,FAIL,REQUEUE,STAGE_OUT
   

+ sstat --format JobID,MaxRSS,AveCPU -j 7466419
JobID            MaxRSS     AveCPU 
------------ ---------- ---------- 

############### Job 7466419 summary ###############
Name                : VP_ML
User                : zhuosl
Account             : datalabgrp
Partition           : gpu-a100-h
Nodes               : gpu-4-56
Cores               : 32
GPUs                : 0
State               : COMPLETED
ExitCode            : 0:0
Submit              : 2023-09-21T11:44:28
Start               : 2023-09-21T11:44:29
End                 : 2023-09-21T12:28:40
Waited              :   00:00:01
Reserved walltime   : 3-12:00:00
Used walltime       :   00:44:11
Used CPU time       :   19:02:20
% User (Computation): 89.62%
% System (I/O)      : 10.38%
Mem reserved        : 62.50G
Max Mem used        : 9.92G (gpu-4-56)
Max Disk Write      : 10.24K (gpu-4-56)
Max Disk Read       : 8.80M (gpu-4-56)
