==========================================
SLURM_JOB_ID = 7458644
SLURM_NODELIST = gpu-4-56
==========================================
Unloading openmpi/4.1.5
Unloading slurm/22.05.9.p2
Loading slurm/22.05.9.p2
Loading openmpi/4.1.5
+ python MLP.py /home/zhuosl/VPML/Genome_matrix/genome_matrix_full.csv
Fold 1/5
Epoch [1/100], Training Loss: 0.6886, Training Accuracy: 57.64%, Test Accuracy: 49.49%
Epoch [76/100], Training Loss: 0.3671, Training Accuracy: 95.14%, Test Accuracy: 90.15%
Epoch [77/100], Training Loss: 0.3653, Training Accuracy: 95.14%, Test Accuracy: 90.66%
Epoch [78/100], Training Loss: 0.3668, Training Accuracy: 95.33%, Test Accuracy: 91.16%
Epoch [79/100], Training Loss: 0.3673, Training Accuracy: 94.95%, Test Accuracy: 90.40%
Epoch [80/100], Training Loss: 0.3642, Training Accuracy: 95.20%, Test Accuracy: 89.90%
Epoch [81/100], Training Loss: 0.3669, Training Accuracy: 94.89%, Test Accuracy: 90.66%
Epoch [82/100], Training Loss: 0.3664, Training Accuracy: 95.01%, Test Accuracy: 91.16%
Epoch [83/100], Training Loss: 0.3667, Training Accuracy: 95.08%, Test Accuracy: 90.40%
Epoch [84/100], Training Loss: 0.3630, Training Accuracy: 95.45%, Test Accuracy: 90.15%
Epoch [85/100], Training Loss: 0.3648, Training Accuracy: 94.95%, Test Accuracy: 90.40%
Epoch [86/100], Training Loss: 0.3614, Training Accuracy: 95.64%, Test Accuracy: 91.41%
Epoch [87/100], Training Loss: 0.3625, Training Accuracy: 95.52%, Test Accuracy: 90.40%
Epoch [88/100], Training Loss: 0.3620, Training Accuracy: 95.45%, Test Accuracy: 90.40%
Epoch [89/100], Training Loss: 0.3594, Training Accuracy: 95.58%, Test Accuracy: 90.15%
Epoch [90/100], Training Loss: 0.3611, Training Accuracy: 95.45%, Test Accuracy: 91.16%
Epoch [91/100], Training Loss: 0.3599, Training Accuracy: 95.71%, Test Accuracy: 90.15%
Epoch [92/100], Training Loss: 0.3597, Training Accuracy: 95.96%, Test Accuracy: 88.64%
Epoch [93/100], Training Loss: 0.3609, Training Accuracy: 95.64%, Test Accuracy: 91.67%
Epoch [94/100], Training Loss: 0.3607, Training Accuracy: 95.58%, Test Accuracy: 91.67%
Epoch [95/100], Training Loss: 0.3593, Training Accuracy: 95.77%, Test Accuracy: 89.90%
Epoch [96/100], Training Loss: 0.3598, Training Accuracy: 95.64%, Test Accuracy: 88.89%
Epoch [97/100], Training Loss: 0.3565, Training Accuracy: 95.96%, Test Accuracy: 91.16%
Epoch [98/100], Training Loss: 0.3569, Training Accuracy: 95.64%, Test Accuracy: 91.41%
Epoch [99/100], Training Loss: 0.3565, Training Accuracy: 96.09%, Test Accuracy: 91.16%
Epoch [100/100], Training Loss: 0.3572, Training Accuracy: 95.96%, Test Accuracy: 91.67%
Finished Training
Final Evaluation: Precision: 0.9193, Recall: 0.9167, F1 Score: 0.9170, Accuracy: 0.9167
Fold 4/5
Epoch [1/100], Training Loss: 0.6912, Training Accuracy: 54.99%, Test Accuracy: 59.09%
Epoch [2/100], Training Loss: 0.6881, Training Accuracy: 55.30%, Test Accuracy: 59.09%
Epoch [3/100], Training Loss: 0.6857, Training Accuracy: 55.24%, Test Accuracy: 59.09%
Epoch [4/100], Training Loss: 0.6821, Training Accuracy: 55.43%, Test Accuracy: 59.09%
Epoch [5/100], Training Loss: 0.6779, Training Accuracy: 56.19%, Test Accuracy: 59.09%
Epoch [6/100], Training Loss: 0.6709, Training Accuracy: 60.67%, Test Accuracy: 61.11%
Epoch [7/100], Training Loss: 0.6650, Training Accuracy: 61.93%, Test Accuracy: 76.01%
Epoch [8/100], Training Loss: 0.6553, Training Accuracy: 70.14%, Test Accuracy: 76.01%
Epoch [9/100], Training Loss: 0.6437, Training Accuracy: 71.15%, Test Accuracy: 80.30%
Epoch [10/100], Training Loss: 0.6297, Training Accuracy: 75.25%, Test Accuracy: 82.32%
Epoch [11/100], Training Loss: 0.6134, Training Accuracy: 77.78%, Test Accuracy: 80.81%
Epoch [12/100], Training Loss: 0.5967, Training Accuracy: 79.10%, Test Accuracy: 80.81%
Epoch [13/100], Training Loss: 0.5744, Training Accuracy: 80.30%, Test Accuracy: 82.32%
Epoch [14/100], Training Loss: 0.5537, Training Accuracy: 82.01%, Test Accuracy: 84.09%
Epoch [15/100], Training Loss: 0.5350, Training Accuracy: 82.13%, Test Accuracy: 85.61%
Epoch [16/100], Training Loss: 0.5235, Training Accuracy: 83.02%, Test Accuracy: 85.61%
Epoch [17/100], Training Loss: 0.5064, Training Accuracy: 83.59%, Test Accuracy: 86.36%
Epoch [18/100], Training Loss: 0.4953, Training Accuracy: 84.85%, Test Accuracy: 87.37%
Epoch [19/100], Training Loss: 0.4854, Training Accuracy: 84.03%, Test Accuracy: 87.12%
Epoch [20/100], Training Loss: 0.4766, Training Accuracy: 85.42%, Test Accuracy: 86.62%
Epoch [21/100], Training Loss: 0.4733, Training Accuracy: 85.42%, Test Accuracy: 87.63%
Epoch [22/100], Training Loss: 0.4636, Training Accuracy: 86.68%, Test Accuracy: 87.88%
Epoch [23/100], Training Loss: 0.4572, Training Accuracy: 87.63%, Test Accuracy: 86.87%
Epoch [24/100], Training Loss: 0.4501, Training Accuracy: 88.01%, Test Accuracy: 89.14%
Epoch [25/100], Training Loss: 0.4478, Training Accuracy: 88.19%, Test Accuracy: 88.13%
Epoch [26/100], Training Loss: 0.4391, Training Accuracy: 88.89%, Test Accuracy: 86.62%
Epoch [27/100], Training Loss: 0.4367, Training Accuracy: 89.02%, Test Accuracy: 86.62%
Epoch [28/100], Training Loss: 0.4346, Training Accuracy: 89.08%, Test Accuracy: 89.14%
Epoch [29/100], Training Loss: 0.4341, Training Accuracy: 88.95%, Test Accuracy: 86.87%
Epoch [30/100], Training Loss: 0.4334, Training Accuracy: 88.64%, Test Accuracy: 86.87%
Epoch [31/100], Training Loss: 0.4282, Training Accuracy: 89.39%, Test Accuracy: 87.12%
Epoch [32/100], Training Loss: 0.4249, Training Accuracy: 89.84%, Test Accuracy: 87.37%
Epoch [33/100], Training Loss: 0.4220, Training Accuracy: 89.77%, Test Accuracy: 88.64%
Epoch [34/100], Training Loss: 0.4230, Training Accuracy: 89.84%, Test Accuracy: 88.64%
Epoch [35/100], Training Loss: 0.4185, Training Accuracy: 90.09%, Test Accuracy: 88.64%
Epoch [36/100], Training Loss: 0.4212, Training Accuracy: 90.09%, Test Accuracy: 88.64%
Epoch [37/100], Training Loss: 0.4171, Training Accuracy: 89.90%, Test Accuracy: 88.38%
Epoch [38/100], Training Loss: 0.4172, Training Accuracy: 90.28%, Test Accuracy: 88.38%
Epoch [39/100], Training Loss: 0.4111, Training Accuracy: 90.59%, Test Accuracy: 89.14%
Epoch [40/100], Training Loss: 0.4096, Training Accuracy: 90.40%, Test Accuracy: 88.64%
Epoch [41/100], Training Loss: 0.4083, Training Accuracy: 90.97%, Test Accuracy: 88.38%
Epoch [42/100], Training Loss: 0.4069, Training Accuracy: 90.91%, Test Accuracy: 88.64%
Epoch [43/100], Training Loss: 0.4040, Training Accuracy: 91.29%, Test Accuracy: 89.14%
Epoch [44/100], Training Loss: 0.4047, Training Accuracy: 91.41%, Test Accuracy: 88.89%
Epoch [45/100], Training Loss: 0.4028, Training Accuracy: 91.60%, Test Accuracy: 88.89%
Epoch [46/100], Training Loss: 0.3976, Training Accuracy: 92.05%, Test Accuracy: 89.14%
Epoch [47/100], Training Loss: 0.3986, Training Accuracy: 91.79%, Test Accuracy: 89.14%
Epoch [48/100], Training Loss: 0.4010, Training Accuracy: 92.11%, Test Accuracy: 89.65%
Epoch [49/100], Training Loss: 0.3955, Training Accuracy: 92.42%, Test Accuracy: 90.40%
Epoch [50/100], Training Loss: 0.3958, Training Accuracy: 92.17%, Test Accuracy: 89.14%
Epoch [51/100], Training Loss: 0.3932, Training Accuracy: 92.55%, Test Accuracy: 89.65%
Epoch [52/100], Training Loss: 0.3903, Training Accuracy: 92.80%, Test Accuracy: 89.39%
Epoch [53/100], Training Loss: 0.3906, Training Accuracy: 93.24%, Test Accuracy: 90.15%
Epoch [54/100], Training Loss: 0.3906, Training Accuracy: 92.99%, Test Accuracy: 89.90%
Epoch [55/100], Training Loss: 0.3897, Training Accuracy: 92.87%, Test Accuracy: 90.15%
Epoch [56/100], Training Loss: 0.3871, Training Accuracy: 92.74%, Test Accuracy: 89.90%
Epoch [57/100], Training Loss: 0.3885, Training Accuracy: 93.37%, Test Accuracy: 90.91%
Epoch [58/100], Training Loss: 0.3882, Training Accuracy: 92.74%, Test Accuracy: 91.41%
Epoch [59/100], Training Loss: 0.3870, Training Accuracy: 93.06%, Test Accuracy: 90.66%
Epoch [60/100], Training Loss: 0.3872, Training Accuracy: 93.31%, Test Accuracy: 89.90%
Epoch [61/100], Training Loss: 0.3855, Training Accuracy: 93.12%, Test Accuracy: 90.66%
Epoch [62/100], Training Loss: 0.3831, Training Accuracy: 93.56%, Test Accuracy: 90.91%
Epoch [63/100], Training Loss: 0.3821, Training Accuracy: 93.56%, Test Accuracy: 91.16%
Epoch [64/100], Training Loss: 0.3828, Training Accuracy: 93.88%, Test Accuracy: 90.15%
Epoch [65/100], Training Loss: 0.3793, Training Accuracy: 94.13%, Test Accuracy: 90.15%
Epoch [66/100], Training Loss: 0.3790, Training Accuracy: 93.75%, Test Accuracy: 89.39%
Epoch [67/100], Training Loss: 0.3821, Training Accuracy: 93.69%, Test Accuracy: 90.91%
Epoch [68/100], Training Loss: 0.3763, Training Accuracy: 94.57%, Test Accuracy: 90.91%
Epoch [69/100], Training Loss: 0.3779, Training Accuracy: 94.00%, Test Accuracy: 91.16%
Epoch [70/100], Training Loss: 0.3783, Training Accuracy: 94.00%, Test Accuracy: 90.66%
Epoch [71/100], Training Loss: 0.3755, Training Accuracy: 94.07%, Test Accuracy: 90.91%
Epoch [72/100], Training Loss: 0.3742, Training Accuracy: 94.51%, Test Accuracy: 91.41%
Epoch [73/100], Training Loss: 0.3731, Training Accuracy: 94.57%, Test Accuracy: 90.91%
Epoch [74/100], Training Loss: 0.3739, Training Accuracy: 94.38%, Test Accuracy: 91.16%
Epoch [75/100], Training Loss: 0.3736, Training Accuracy: 94.19%, Test Accuracy: 90.91%
Epoch [76/100], Training Loss: 0.3731, Training Accuracy: 94.44%, Test Accuracy: 90.66%
Epoch [77/100], Training Loss: 0.3715, Training Accuracy: 94.63%, Test Accuracy: 90.66%
Epoch [78/100], Training Loss: 0.3708, Training Accuracy: 94.70%, Test Accuracy: 91.16%
Epoch [79/100], Training Loss: 0.3708, Training Accuracy: 94.82%, Test Accuracy: 91.16%
Epoch [80/100], Training Loss: 0.3706, Training Accuracy: 94.44%, Test Accuracy: 90.91%
Epoch [81/100], Training Loss: 0.3718, Training Accuracy: 94.63%, Test Accuracy: 90.66%
Epoch [82/100], Training Loss: 0.3698, Training Accuracy: 94.57%, Test Accuracy: 91.16%
Epoch [83/100], Training Loss: 0.3671, Training Accuracy: 95.01%, Test Accuracy: 90.91%
Epoch [84/100], Training Loss: 0.3673, Training Accuracy: 95.01%, Test Accuracy: 91.67%
Epoch [85/100], Training Loss: 0.3669, Training Accuracy: 95.27%, Test Accuracy: 91.16%
Epoch [86/100], Training Loss: 0.3702, Training Accuracy: 94.76%, Test Accuracy: 90.40%
Epoch [87/100], Training Loss: 0.3670, Training Accuracy: 95.27%, Test Accuracy: 91.16%
Epoch [88/100], Training Loss: 0.3663, Training Accuracy: 95.08%, Test Accuracy: 90.91%
Epoch [89/100], Training Loss: 0.3641, Training Accuracy: 95.39%, Test Accuracy: 91.16%
Epoch [90/100], Training Loss: 0.3628, Training Accuracy: 95.39%, Test Accuracy: 90.91%
Epoch [91/100], Training Loss: 0.3639, Training Accuracy: 95.39%, Test Accuracy: 90.40%
Epoch [92/100], Training Loss: 0.3658, Training Accuracy: 95.27%, Test Accuracy: 90.91%
Epoch [93/100], Training Loss: 0.3618, Training Accuracy: 95.33%, Test Accuracy: 91.16%
Epoch [94/100], Training Loss: 0.3628, Training Accuracy: 95.58%, Test Accuracy: 91.16%
Epoch [95/100], Training Loss: 0.3611, Training Accuracy: 95.64%, Test Accuracy: 91.16%
Epoch [96/100], Training Loss: 0.3607, Training Accuracy: 95.77%, Test Accuracy: 91.16%
Epoch [97/100], Training Loss: 0.3610, Training Accuracy: 95.71%, Test Accuracy: 91.16%
Epoch [98/100], Training Loss: 0.3630, Training Accuracy: 95.52%, Test Accuracy: 91.16%
Epoch [99/100], Training Loss: 0.3593, Training Accuracy: 96.09%, Test Accuracy: 90.66%
Epoch [100/100], Training Loss: 0.3593, Training Accuracy: 95.96%, Test Accuracy: 90.91%
Finished Training
Final Evaluation: Precision: 0.9089, Recall: 0.9091, F1 Score: 0.9089, Accuracy: 0.9091
Fold 5/5
Epoch [1/100], Training Loss: 0.6906, Training Accuracy: 55.18%, Test Accuracy: 59.34%
Epoch [2/100], Training Loss: 0.6882, Training Accuracy: 55.18%, Test Accuracy: 59.34%
Epoch [3/100], Training Loss: 0.6859, Training Accuracy: 55.18%, Test Accuracy: 59.34%
Epoch [4/100], Training Loss: 0.6827, Training Accuracy: 55.18%, Test Accuracy: 59.34%
Epoch [5/100], Training Loss: 0.6797, Training Accuracy: 55.18%, Test Accuracy: 59.34%
Epoch [6/100], Training Loss: 0.6749, Training Accuracy: 55.30%, Test Accuracy: 59.34%
Epoch [7/100], Training Loss: 0.6696, Training Accuracy: 55.62%, Test Accuracy: 59.34%
Epoch [8/100], Training Loss: 0.6623, Training Accuracy: 57.39%, Test Accuracy: 63.38%
Epoch [9/100], Training Loss: 0.6541, Training Accuracy: 62.44%, Test Accuracy: 70.96%
Epoch [10/100], Training Loss: 0.6447, Training Accuracy: 64.84%, Test Accuracy: 79.29%
Epoch [11/100], Training Loss: 0.6290, Training Accuracy: 73.67%, Test Accuracy: 78.79%
Epoch [12/100], Training Loss: 0.6168, Training Accuracy: 75.95%, Test Accuracy: 81.06%
Epoch [13/100], Training Loss: 0.5994, Training Accuracy: 77.21%, Test Accuracy: 81.57%
Epoch [14/100], Training Loss: 0.5827, Training Accuracy: 80.24%, Test Accuracy: 82.32%
Epoch [15/100], Training Loss: 0.5619, Training Accuracy: 80.30%, Test Accuracy: 82.07%
Epoch [16/100], Training Loss: 0.5443, Training Accuracy: 82.20%, Test Accuracy: 82.83%
Epoch [17/100], Training Loss: 0.5297, Training Accuracy: 82.77%, Test Accuracy: 82.83%
Epoch [18/100], Training Loss: 0.5134, Training Accuracy: 83.78%, Test Accuracy: 85.35%
Epoch [19/100], Training Loss: 0.4961, Training Accuracy: 84.85%, Test Accuracy: 85.86%
Epoch [20/100], Training Loss: 0.4862, Training Accuracy: 85.67%, Test Accuracy: 86.11%
Epoch [21/100], Training Loss: 0.4798, Training Accuracy: 85.35%, Test Accuracy: 86.62%
Epoch [22/100], Training Loss: 0.4673, Training Accuracy: 86.81%, Test Accuracy: 86.11%
Epoch [23/100], Training Loss: 0.4642, Training Accuracy: 87.25%, Test Accuracy: 85.86%
Epoch [24/100], Training Loss: 0.4576, Training Accuracy: 87.06%, Test Accuracy: 85.86%
Epoch [25/100], Training Loss: 0.4520, Training Accuracy: 87.75%, Test Accuracy: 88.13%
Epoch [26/100], Training Loss: 0.4453, Training Accuracy: 88.83%, Test Accuracy: 87.63%
Epoch [27/100], Training Loss: 0.4395, Training Accuracy: 89.33%, Test Accuracy: 87.63%
Epoch [28/100], Training Loss: 0.4360, Training Accuracy: 88.95%, Test Accuracy: 87.88%
Epoch [29/100], Training Loss: 0.4361, Training Accuracy: 88.64%, Test Accuracy: 88.64%
Epoch [30/100], Training Loss: 0.4303, Training Accuracy: 89.20%, Test Accuracy: 88.13%
Epoch [31/100], Training Loss: 0.4292, Training Accuracy: 89.39%, Test Accuracy: 88.13%
Epoch [32/100], Training Loss: 0.4282, Training Accuracy: 89.39%, Test Accuracy: 88.64%
Epoch [33/100], Training Loss: 0.4270, Training Accuracy: 88.83%, Test Accuracy: 88.64%
Epoch [34/100], Training Loss: 0.4224, Training Accuracy: 89.84%, Test Accuracy: 88.64%
Epoch [35/100], Training Loss: 0.4189, Training Accuracy: 90.28%, Test Accuracy: 89.14%
Epoch [36/100], Training Loss: 0.4185, Training Accuracy: 89.71%, Test Accuracy: 89.14%
Epoch [37/100], Training Loss: 0.4122, Training Accuracy: 90.85%, Test Accuracy: 88.38%
Epoch [38/100], Training Loss: 0.4113, Training Accuracy: 90.91%, Test Accuracy: 88.64%
Epoch [39/100], Training Loss: 0.4137, Training Accuracy: 90.91%, Test Accuracy: 89.39%
Epoch [40/100], Training Loss: 0.4075, Training Accuracy: 91.22%, Test Accuracy: 88.89%
Epoch [41/100], Training Loss: 0.4069, Training Accuracy: 91.22%, Test Accuracy: 88.89%
Epoch [42/100], Training Loss: 0.4080, Training Accuracy: 91.22%, Test Accuracy: 88.38%
Epoch [43/100], Training Loss: 0.4064, Training Accuracy: 91.29%, Test Accuracy: 89.14%
Epoch [44/100], Training Loss: 0.3995, Training Accuracy: 92.23%, Test Accuracy: 89.39%
Epoch [45/100], Training Loss: 0.4027, Training Accuracy: 91.98%, Test Accuracy: 88.13%
Epoch [46/100], Training Loss: 0.3992, Training Accuracy: 92.05%, Test Accuracy: 88.89%
Epoch [47/100], Training Loss: 0.3994, Training Accuracy: 92.23%, Test Accuracy: 88.38%
Epoch [48/100], Training Loss: 0.3950, Training Accuracy: 92.68%, Test Accuracy: 89.39%
Epoch [49/100], Training Loss: 0.3945, Training Accuracy: 92.55%, Test Accuracy: 89.14%
Epoch [50/100], Training Loss: 0.3909, Training Accuracy: 92.87%, Test Accuracy: 89.14%
Epoch [51/100], Training Loss: 0.3893, Training Accuracy: 92.93%, Test Accuracy: 88.89%
Epoch [52/100], Training Loss: 0.3913, Training Accuracy: 92.93%, Test Accuracy: 88.89%
Epoch [53/100], Training Loss: 0.3879, Training Accuracy: 93.06%, Test Accuracy: 89.14%
Epoch [54/100], Training Loss: 0.3876, Training Accuracy: 92.87%, Test Accuracy: 89.39%
Epoch [55/100], Training Loss: 0.3900, Training Accuracy: 92.74%, Test Accuracy: 90.15%
Epoch [56/100], Training Loss: 0.3893, Training Accuracy: 93.06%, Test Accuracy: 89.14%
Epoch [57/100], Training Loss: 0.3819, Training Accuracy: 93.75%, Test Accuracy: 89.14%
Epoch [58/100], Training Loss: 0.3820, Training Accuracy: 93.88%, Test Accuracy: 89.90%
Epoch [59/100], Training Loss: 0.3800, Training Accuracy: 94.07%, Test Accuracy: 89.39%
Epoch [60/100], Training Loss: 0.3804, Training Accuracy: 93.69%, Test Accuracy: 89.65%
Epoch [61/100], Training Loss: 0.3783, Training Accuracy: 93.94%, Test Accuracy: 89.65%
Epoch [62/100], Training Loss: 0.3788, Training Accuracy: 93.81%, Test Accuracy: 89.39%
Epoch [63/100], Training Loss: 0.3795, Training Accuracy: 93.88%, Test Accuracy: 89.39%
Epoch [64/100], Training Loss: 0.3804, Training Accuracy: 94.07%, Test Accuracy: 89.65%
Epoch [65/100], Training Loss: 0.3738, Training Accuracy: 94.51%, Test Accuracy: 89.90%
Epoch [66/100], Training Loss: 0.3745, Training Accuracy: 94.32%, Test Accuracy: 89.65%
Epoch [67/100], Training Loss: 0.3725, Training Accuracy: 94.70%, Test Accuracy: 89.65%
Epoch [68/100], Training Loss: 0.3753, Training Accuracy: 93.94%, Test Accuracy: 89.65%
Epoch [69/100], Training Loss: 0.3759, Training Accuracy: 94.00%, Test Accuracy: 89.65%
Epoch [70/100], Training Loss: 0.3731, Training Accuracy: 94.51%, Test Accuracy: 89.90%
Epoch [71/100], Training Loss: 0.3717, Training Accuracy: 94.51%, Test Accuracy: 90.15%
Epoch [72/100], Training Loss: 0.3719, Training Accuracy: 94.57%, Test Accuracy: 89.90%
Epoch [73/100], Training Loss: 0.3699, Training Accuracy: 94.70%, Test Accuracy: 89.39%
Epoch [74/100], Training Loss: 0.3691, Training Accuracy: 94.95%, Test Accuracy: 89.65%
Epoch [75/100], Training Loss: 0.3693, Training Accuracy: 94.70%, Test Accuracy: 89.90%
Epoch [76/100], Training Loss: 0.3701, Training Accuracy: 94.82%, Test Accuracy: 89.90%
Epoch [77/100], Training Loss: 0.3668, Training Accuracy: 95.08%, Test Accuracy: 89.14%
Epoch [78/100], Training Loss: 0.3714, Training Accuracy: 94.32%, Test Accuracy: 89.90%
Epoch [79/100], Training Loss: 0.3664, Training Accuracy: 94.95%, Test Accuracy: 89.65%
Epoch [80/100], Training Loss: 0.3683, Training Accuracy: 94.89%, Test Accuracy: 89.65%
Epoch [81/100], Training Loss: 0.3651, Training Accuracy: 94.89%, Test Accuracy: 89.65%
Epoch [82/100], Training Loss: 0.3652, Training Accuracy: 95.01%, Test Accuracy: 88.89%
Epoch [83/100], Training Loss: 0.3667, Training Accuracy: 95.08%, Test Accuracy: 89.65%
Epoch [84/100], Training Loss: 0.3631, Training Accuracy: 95.33%, Test Accuracy: 90.15%
Epoch [85/100], Training Loss: 0.3652, Training Accuracy: 95.01%, Test Accuracy: 89.65%
Epoch [86/100], Training Loss: 0.3653, Training Accuracy: 95.01%, Test Accuracy: 89.90%
Epoch [87/100], Training Loss: 0.3630, Training Accuracy: 95.52%, Test Accuracy: 89.90%
Epoch [88/100], Training Loss: 0.3670, Training Accuracy: 94.89%, Test Accuracy: 88.89%
Epoch [89/100], Training Loss: 0.3615, Training Accuracy: 95.90%, Test Accuracy: 89.90%
Epoch [90/100], Training Loss: 0.3613, Training Accuracy: 95.77%, Test Accuracy: 89.90%
Epoch [91/100], Training Loss: 0.3620, Training Accuracy: 95.58%, Test Accuracy: 89.90%
Epoch [92/100], Training Loss: 0.3638, Training Accuracy: 95.45%, Test Accuracy: 89.90%
Epoch [93/100], Training Loss: 0.3605, Training Accuracy: 95.58%, Test Accuracy: 89.90%
Epoch [94/100], Training Loss: 0.3602, Training Accuracy: 95.58%, Test Accuracy: 90.91%
Epoch [95/100], Training Loss: 0.3593, Training Accuracy: 95.90%, Test Accuracy: 89.65%
Epoch [96/100], Training Loss: 0.3622, Training Accuracy: 95.45%, Test Accuracy: 89.65%
Epoch [97/100], Training Loss: 0.3597, Training Accuracy: 95.90%, Test Accuracy: 89.90%
Epoch [98/100], Training Loss: 0.3558, Training Accuracy: 95.77%, Test Accuracy: 89.90%
Epoch [99/100], Training Loss: 0.3575, Training Accuracy: 95.90%, Test Accuracy: 89.39%
Epoch [100/100], Training Loss: 0.3604, Training Accuracy: 95.58%, Test Accuracy: 89.90%
Finished Training
Final Evaluation: Precision: 0.8995, Recall: 0.8990, F1 Score: 0.8992, Accuracy: 0.8990
Average precision: 0.9034256988423246
Average recall: 0.9015151515151516%
Average f1: 0.9015123783421576%
Average accuracy: 0.9015151515151516%
+ env
+ grep SLURM
SLURM_JOB_USER=zhuosl
SLURM_TASKS_PER_NODE=1
SLURM_JOB_UID=1044122
SLURM_TASK_PID=623214
SLURM_LOCALID=0
SLURM_SUBMIT_DIR=/home/zhuosl/VPML/DL_model
SLURMD_NODENAME=gpu-4-56
SLURM_NODE_ALIASES=(null)
SLURM_CLUSTER_NAME=farm
SLURM_CPUS_ON_NODE=32
SLURM_JOB_CPUS_PER_NODE=32
SLURM_GTIDS=0
SLURM_JOB_PARTITION=gpu-a100-h
SLURM_JOB_NUM_NODES=1
SLURM_JOBID=7458644
SLURM_JOB_QOS=datalabgrp-gpu-a100-h-qos
SLURM_PROCID=0
SLURM_CPUS_PER_TASK=32
SLURM_TOPOLOGY_ADDR=gpu-4-56
SLURM_TOPOLOGY_ADDR_PATTERN=node
SLURM_SCRIPT_CONTEXT=prolog_task
SLURM_MEM_PER_NODE=64000
SLURM_WORKING_CLUSTER=farm:192.168.12.90:6817:9728:109
SLURM_ROOT=/share/apps/22.04/slurm/22.05.9.p2
SLURM_NODELIST=gpu-4-56
SLURM_JOB_ACCOUNT=datalabgrp
SLURM_PRIO_PROCESS=0
SLURM_NNODES=1
SLURM_SUBMIT_HOST=farm
SLURM_JOB_ID=7458644
SLURM_NODEID=0
SLURM_CONF=/share/apps/22.04/slurm/22.05.9.p2/etc/slurm.conf
SLURM_JOB_NAME=VP_ML
SLURM_JOB_GID=1044122
SLURM_JOB_NODELIST=gpu-4-56
+ scontrol show job 7458644
JobId=7458644 JobName=VP_ML
   UserId=zhuosl(1044122) GroupId=zhuosl(1044122) MCS_label=N/A
   Priority=9162 Nice=0 Account=datalabgrp QOS=datalabgrp-gpu-a100-h-qos
   JobState=RUNNING Reason=None Dependency=(null)
   Requeue=1 Restarts=0 BatchFlag=1 Reboot=0 ExitCode=0:0
   RunTime=00:24:36 TimeLimit=3-12:00:00 TimeMin=N/A
   SubmitTime=2023-09-19T14:43:59 EligibleTime=2023-09-19T14:43:59
   AccrueTime=2023-09-19T14:43:59
   StartTime=2023-09-19T14:44:00 EndTime=2023-09-23T02:44:00 Deadline=N/A
   SuspendTime=None SecsPreSuspend=0 LastSchedEval=2023-09-19T14:44:00 Scheduler=Main
   Partition=gpu-a100-h AllocNode:Sid=127.0.1.1:3540577
   ReqNodeList=(null) ExcNodeList=(null)
   NodeList=gpu-4-56
   BatchHost=gpu-4-56
   NumNodes=1 NumCPUs=32 NumTasks=1 CPUs/Task=32 ReqB:S:C:T=0:0:*:*
   TRES=cpu=32,mem=62.50G,node=1,billing=32
   Socks/Node=* NtasksPerN:B:S:C=0:0:*:* CoreSpec=*
   MinCPUsNode=32 MinMemoryNode=62.50G MinTmpDiskNode=0
   Features=(null) DelayBoot=00:00:00
   OverSubscribe=OK Contiguous=0 Licenses=(null) Network=(null)
   Command=/home/zhuosl/VPML/DL_model/DL.sh
   WorkDir=/home/zhuosl/VPML/DL_model
   StdErr=/home/zhuosl/VPML/DL_model/fullgenome.log
   StdIn=/dev/null
   StdOut=/home/zhuosl/VPML/DL_model/fullgenome.log
   Power=
   MailUser=zsliu@ucdavis.edu MailType=INVALID_DEPEND,BEGIN,END,FAIL,REQUEUE,STAGE_OUT
   

+ sstat --format JobID,MaxRSS,AveCPU -j 7458644
JobID            MaxRSS     AveCPU 
------------ ---------- ---------- 

############### Job 7458644 summary ###############
Name                : VP_ML
User                : zhuosl
Account             : datalabgrp
Partition           : gpu-a100-h
Nodes               : gpu-4-56
Cores               : 32
GPUs                : 0
State               : COMPLETED
ExitCode            : 0:0
Submit              : 2023-09-19T14:43:59
Start               : 2023-09-19T14:44:00
End                 : 2023-09-19T15:08:36
Waited              :   00:00:01
Reserved walltime   : 3-12:00:00
Used walltime       :   00:24:36
Used CPU time       :   11:11:00
% User (Computation): 95.53%
% System (I/O)      :  4.47%
Mem reserved        : 62.50G
Max Mem used        : 9.39G (gpu-4-56)
Max Disk Write      : 10.24K (gpu-4-56)
Max Disk Read       : 8.80M (gpu-4-56)
